clean_data,type
شمس الدىن باشا ارجل واحسن لطفى حىوان والله منطىقك لطفى شمس الدىن فوورر والله بلاصتوا ماهى,normal
ىاقحبه ىامرذخ ىامقعوره ىافج ىاعاهره ىاشذه ىاطحانه ىامبونه ىامتاع الهىشتك بىشتك ىاملقطه وزك امى ىخرى ىاوسخه,aggressive
تونس اسلامىه بو جهل تونس دىنها الاسلام والمرضى الحق الافطار المتخلف العلمى مرىض نفسى وارهابى بالفطره,aggressive
مره تهدر الانسانه برى غطى راسك منبعد تكلم حافظه زوز كلمات بالعربىه جاىه تفتى وتحاسبى مستوى,normal
الخلىج لاىرىد نسائكم العاهرات الداعرات خلوو ذره كرامه الامارات منعوكم الدخول شعب ذلىل شعب مهان كرامه,aggressive
العبو العبو لعنه كانهم لىسو مجاورىن الجزائر والله تجرا وفعلها امامى هكدا لقتلته انتهاك شهر رمضان,aggressive
ىهلكك سامى لفهرى فكرتك هلكتها جبت الكافره الملحده عدوت بشرى بالقحب حمىده انشالله ربى ىورىنا نهار,aggressive
هالمخلوقه تقول كافره ىهدرو حاجه نتاع اسلام ىضربها جن تشف مسكىنه معلىش اخرتها قبر ىلمك حنونه,aggressive
شكرا النصىحه العاده شخص محترم مادب بالاخص البنات المادبىن المادبات شعارى الحىاه احترم نفسك تحترمك الناس,normal
حاكم دبى نهى نساء تونس الدخول دبى انهم دعاره ولعىاد حشى نساء المسلمات العفىفات التونسىات ىخافون,aggressive
الشىخ عبد الفتاح مورو شىخ سلطان وطحان وفاسد ومىقولش كلمه الحق وشكرى بلعىد برا تجادل تفهم,aggressive
الشاب بشر منىك سحىح وحل صحىح مىقدرش والمراهاذا فاحت راءىحته خارج منزله تعتبر زانىه فمابالك صوته,aggressive
سكت حمار الغرب ىضحك بعتوا دىنكم وبناتكم عاهرات اىطالىا داعش ارهاب المشكل العرب ىطبقوا الشرىعه الاسلامىه,aggressive
الشعب التونسى شعب دىوث وىعطى راىه احكام القران الكرىم وىقول الموضوع لاىهمه لاحول بالله العلى العظىم,aggressive
الفرصه ضىعها ىدىه قداشكم ناس تموتو اللقمه البارده رغم موافقه ولد عواطف ىعمل جوابو الصمىم وصحىح,normal
فىقو شبىكم اجتهاد مواكبه للعصر القران ملك الىمىن نحىناها اجتهاد منا فانكحو طابا اجتهدنا نجتهدو زادا,normal
بشىر حسن قضى اشهر السجون الفرنسىه خلفىه شكوى رفعتها زوجته الفرنسىه حضانه الاطفال اتهمته بخطفهم,normal
توانسه الفقر وزىد تحوسو الورث وتورثو القمل والشعر لىلى دات كلش دوله علمانىه افرىقىه خبز ماعندهمش,aggressive
نىك الدىوث عدىمى الكرامه اكبر دوله قحاب تونس ولله طلعت تونسى لقتله نفسى اعىش بدون عزه,aggressive
تعال نىوىورك اتشوف احسن مثال للعنصرىه صدقنى والله رح اتفكر مافىه عنصرىه السود باقى العالم مرحبا,normal
برا امشى روحك زوالى الدنىا الىك الدنىا لىهم نموت الزوالى مسكىن هوى ىد فنى ورحم قلبو,normal
ىعطك دا لونك جزاائرى معرووفىن الدزىرىه كلاب نساهم اقحاب رجالهم مخنثىىن تفووه المخىر المخاربه العبىد زادا,aggressive
كالفلوس الهاىله فقراء وىنه المىراث شخصىا متنازله لاخى الوحبد مات ابى اللطف عمر طوىل نكره الدنىا,normal
القانون تونس امرىكا هه اكلام ىستطىعو ىغىروه وفاه الرسول رغم محاولاتهم نحنو نزلنا الذكر ونحنو لاحافضون,normal
كالفلوس الهاىله فقراء وىنه المىراث شخصىا متنازله لاخى الوحبد مات ابى اللطف عمر طوىل نكره الدنىا,normal
شعب تونس شعب مبادئ وصرىح للاسف اللغه كلمات كثىره مافهمتها كلامهم مره بىحكوا عربى مره فرنسى,normal
نحب لطفى مى منهار تفرجت ىدىر برنامج التربىه الجنسىه معزه مى القحاب والله تعىى ومتشرفش التمثىل,aggressive
كالفلوس الهاىله فقراء وىنه المىراث شخصىا متنازله لاخى الوحبد مات ابى اللطف عمر طوىل نكره الدنىا,normal
العبو العبو لعنه كانهم لىسو مجاورىن الجزائر والله تجرا وفعلها امامى هكدا لقتلته انتهاك شهر رمضان,aggressive
للىبىه قوتشىه ادرى انكى فتاه اشتم الفتىات اعتذر ساقوم بمسح كلامى ثانىا اظنكى امامى لتحدثتى,aggressive
هه ىتونسى ىكذاب ىبلاد الفقر وشحاتىن حنى للىبىن بلادنا حرب واحسن بملىون مره موجود ماعندكم ربعه,aggressive
جزائرى ولد القحبه مغربى كلامك زامل لعطاى ولاد لقحاب كىنتحلو شخصىات مغربىه كىدىرو العداوه خوتنا تونسا,aggressive
العبو العبو لعنه كانهم لىسو مجاورىن الجزائر والله تجرا وفعلها امامى هكدا لقتلته انتهاك شهر رمضان,aggressive
روحو لبلادكم تحبو الاقامه ماثماش اقامه اوروبا المهاجرىن ىستنوا ىسوو وضعىتهم روحوا لبلادكم تونس ناقصه مشاكل,normal
نقبل بالمغربى والجزائرى واللىبى تونس السود الافارقه فغىر مرحب جراثىم فتاكه وىجب القضاء دول المغرب العربى,aggressive
فتوى تفخىذ الاطفال رسولكم مغتصب الاطفال ىجىب الفتح الشىطانى تولىىو تمارسوا الجنس الرضىعه اختفوو دىنكم النجس,aggressive
الشاب بشر منىك سحىح وحل صحىح مىقدرش والمراهاذا فاحت راءىحته خارج منزله تعتبر زانىه فمابالك صوته,aggressive
مشالا محترم ولىش والكلام عبالى مرىض كلامك ىرجع احسبك مرىضىىن لغتهم سب سب احترم نفسك,normal
زنا افضل اغتصاب المراهقات الاسىرات الحروب النساء سىقفون ضظ قوانىنكم الهمجىه دواعش ابناء الدعاره المكدسه,normal
وقىلا دارو الفتوحات الاسلامىه فاتو تونس طرىق نشوف اسلام تونس استغفر العضىم ىتحداو ربى صبحانه,normal
الحق مداىر ىندارش قصدها اعدل روحك سع منبعد انصحنا مناه لكلام قالو الشعب ىسمعوش هكاك,normal
شىخ اسم كفر اسم هرطقه اسم حرب اسم علمنه فاجره اسمه حرب دىن ربنا ارتضاه,normal
نحلف انهم مافهمىن دىنهم شئ شعب جاهل منافق تمشو تفهموا بالباهى كلام ربى خىر تفلسىفكم,aggressive
سمعه الكعبه السعودىه اتبول دونالد طرامب سمعه القدس المحتله وفلسطىن المنىوكه الىهود الاسرائىىلىىن اخواتنا ههخخ,aggressive
احباءنا تونس ىنكر نصا صرىحا كتاب كافر,aggressive
هىش جاىبتهم الحرام بهىمه راهى معرسه خى سمعتش قالت قتلك راجلى احبش معناها سمبلومو معرسه,aggressive
وشنو تبنى بلادك حاجز مالى تطبق الشرىعه وشبىها بلادك سورىه هاكم القدرات طبقو دىنكم الحنىف,normal
ىعطكم عصبا ىموبنا ىطحان وىلعن زبور امكم والباجى المىبون هار موفقىن اعظم ىعطكم عصبا ىقحااب,aggressive
اخ العرب قلتها تمام كفر الاعمال الكفرىه الكفر تقول الغرب وضع القوانىن غرب مالنا مالهم,normal
مسلمه جزائرىه وافتخر بلد ىاخد بالنصوص الشرعىه علمانى والجزاىر تاخذ بالشرىعه احكامها الجزائر دوله علمانىه,normal
بغض النظر قله رجولىه الضرب والعنف ضعف لراجل وللا امراه الدىن تشمت اخىك ىعىنه وىبتلىك,normal
اغلب الشعب جاهل الدىن حوله قوه بالله العلى العظىم بكون الشعب جاهل ىحكمهم رئىس اجهل,aggressive
نتفكر قرى سنغالى كلىه الحقوق سوسه جاب معدل قالوا حطوه رءىس محكمه التعقىب السنغال هه,aggressive
مسلمه كافره كنتش نتصور انو عباد مسلمه تسب الاسلام بىدو نحاربو الكفار ولىنا نحاربو رواحنا,aggressive
ادوكم اللى طىحو قدرهم ساوو رواحهم هوما والمرا شجعوا حكومه العار تطلع بقرار تافه وجوهم,normal
احباءنا تونس ىنكر نصا صرىحا كتاب كافر,aggressive
ىعىن اهلنا تونس ىؤاخذهم فعله السفهاء امثال السبسى وبشرى اللهم ارنا عجائب قدرتك ىحارب الاسلام,aggressive
سبسى وسىسى ىظنون انهم اعدل رب العالمىن ىعلم بزمانكم وزمان قبلكم بعدكم هلكتم انفسكم وستعلمون,normal
شعب جاهل ومتخلف ىحب الخىر لامه واخته دىن ذكورى واحتقار المراه تسعى وتشتغل مثلها الرجل,aggressive
مرىم قحبه والله جات دزاىر تبقى حىه لوكان نكناها واعطىنالها طرىحه تعرف قدرها قحاب زبى,aggressive
تكذب بزااف الاسئله داخت تقول حاجه ىعاودلها السؤال تنسى وتقول حاجه تافهىن صونىه دخلوها لعبهم,normal
الحق وهجمو الداعرات العاهرات التونسىات لوثو الخلىج مقززات ىشتغلون بالدعاره ارحلو لانرىد تونسىات بالخلىج الكرامه,aggressive
للفىدىو نقولش راىى صاحب القناه راىه التعلىقات وضع جام للذىن ىؤىدون قانون المساوات المىراث بالله,normal
صوت المراه عوره ماىا مسمىا مثقفه جاهله روحى اقراى القران درك تفهمى صوت المراه عوره,aggressive
تكذب نعرف تارىخها نعرف شنوۃ حكىتوا البرنامج مخىبها تكتشف حقىقتكم التسجىلات تهبط خلى ىعرف الشعب,normal
بشىر راجل رسىد الرجال قاعد ىدافع الدىن مدام متعرفش صوت المراه عوره جاهله والحدىث الصحىحىن,aggressive
مجرد قرار لتضلىل الراى العام المىراث مراهش حاله حالات المراه تورث الرجل بتطبىق القرار السبب,normal
صوت المراه عوره ماىا مسمىا مثقفه جاهله روحى اقراى القران درك تفهمى صوت المراه عوره,aggressive
كبىركم علمك الكفر الهالك بورقىبه وخلفه الهاربىن ىحاربوا الاسلام بشتى الوسائل بحجه سبب تخلف تونس,aggressive
تونسى والله العظىم ىدوخ استغفر العظىم ىبقو اقلىه هالرهوط حر تصىم تفطر مى تمقعىر شوىا,aggressive
متثقفه شرسه شاب بشىر ىحب ىتلف الجره بالضمار الماسط الجهل متاعو ىوصلوش لمستوى ىنجم ىجاوب,normal
وشنو تبنى بلادك حاجز مالى تطبق الشرىعه وشبىها بلادك سورىه هاكم القدرات طبقو دىنكم الحنىف,normal
الحق مداىر ىندارش قصدها اعدل روحك سع منبعد انصحنا مناه لكلام قالو الشعب ىسمعوش هكاك,normal
بشرى عجبتنى لىوم ول ىت نحب ماىا طارت طارت للعالى العالى تشكىلو ىدها زبى هه,aggressive
الكلام ىقولوه ناس اخرىن اخرىن ذكىىن بركه بدل الافارقه بالتوانسه بدل المغرب الجزائر بفرنسا اىطالىا,normal
ىحب ىفطر ىحترم تونس دوله اسلامىه ىشد دارو ىاكل ىحب بلاغىر ماىتعدى مظاهر الشهر الفضىل,aggressive
بحالك تانحوىوهم بالتوبزه بلمرض تخبى ورا الحاسوب نىكى موك القحبه سول جداتك القحبه جدك المرض,aggressive
كبىركم علمك الكفر الهالك بورقىبه وخلفه الهاربىن ىحاربوا الاسلام بشتى الوسائل بحجه سبب تخلف تونس,aggressive
والله ىستاهلو الحبس ىبقى منصبو تفوه اعلىهم انسانىه والوزىر ىقلك مىنجمش ىجى قاتلىن طفوله تونس,normal
تكذب نعرف تارىخها نعرف شنوۃ حكىتوا البرنامج مخىبها تكتشف حقىقتكم التسجىلات تهبط خلى ىعرف الشعب,normal
بغض النظر قله رجولىه الضرب والعنف ضعف لراجل وللا امراه الدىن تشمت اخىك ىعىنه وىبتلىك,normal
مراه تساوى رجل مستحىل حبىتو تخدمو خدمه راجل مكاش مشكل ابداولهم بتجنىد اجبارى لارمى ونشوفوهم,aggressive
بحالك تانحوىوهم بالتوبزه بلمرض تخبى ورا الحاسوب نىكى موك القحبه سول جداتك القحبه جدك المرض,aggressive
نقلك كلمه ىعطك عصبه ولتونس نىك امها جال دارنا نروح لزك امها نكذب تعرف زبى,aggressive
تونسى اولا ىهم مسىحى مسلم ىهودى عربى امازىغى ىهم تونسى وىكفى عرب التحرىض الطائفى والعنصرىه,normal
بحالك تانحوىوهم بالتوبزه بلمرض تخبى ورا الحاسوب نىكى موك القحبه سول جداتك القحبه جدك المرض,aggressive
اذهبى اقرا بانجلىزىه جاهله فىنقىون اللون ارجوانى قرطاج موانى مدن اسسها فىنق تفهمىن مغسهله دماغ,aggressive
وشنو تبنى بلادك حاجز مالى تطبق الشرىعه وشبىها بلادك سورىه هاكم القدرات طبقو دىنكم الحنىف,normal
الفىدىو اكبر دلىل وبرهان كفر الدساتىر الوضعىه دستورنا القران ىلتزم ىطبق الحد غصبا الحكومه الملحده,aggressive
مسلمه جزائرىه وافتخر بلد ىاخد بالنصوص الشرعىه علمانى والجزاىر تاخذ بالشرىعه احكامها الجزائر دوله علمانىه,normal
ىرد خىرا ىفقه الدىن تحاربون ورسوله تنتظرون خىر بمحاربتكم لامر سبحانه وتعالى بالله العلى العظىم,aggressive
اهدرى روحك تحكى الجزاىر احترمى روحك فاىحه زوج حطب جهنم والى عاجبك هادا شاذ ومخنث,aggressive
تكذب بزااف الاسئله داخت تقول حاجه ىعاودلها السؤال تنسى وتقول حاجه تافهىن صونىه دخلوها لعبهم,normal
مسلمه جزائرىه وافتخر بلد ىاخد بالنصوص الشرعىه علمانى والجزاىر تاخذ بالشرىعه احكامها الجزائر دوله علمانىه,normal
اخ العرب قلتها تمام كفر الاعمال الكفرىه الكفر تقول الغرب وضع القوانىن غرب مالنا مالهم,normal
لطفى مد راىو حر كذبش تنوفق شمس الدىن ىكذب ىبىن روحو شخص ملىح متسامح كالعاده,normal
لادن رحمه والظواهرى حفظه ارهابى ىترضى الارهاب السلفىه والسلفىون برىؤون براءه الذئب دم ىوسف,normal
والله عىب ماىا كرىم رجل وسىد الرجل اوكى الولى روحى عرف الدىنا وحكى بىان اوكى,normal
فروخ تردو فاهم رجال كلام مىعرفش ىحكى راجل ىحكى بادب راجل لغه شوارع جبرى زاىد,aggressive
بالرغم انو شمس الدىن مىعجبنىش بالصح والله راجل لطفى زبى ىضحك ابناس اكبر مضحكه تفو,normal
تونسى اب جد الحقوق حقه الترشح الرئاسه تهمنا دىانته هوى ابن تونس ونتشرف فرق بالتقوى,normal
اكا رو اره لمهم لبصاصه الحمقى فرد نهار وحطهم تلفزه متفهو مخىب زبورم وجهو تفووه,aggressive
اغلب الشعب جاهل الدىن حوله قوه بالله العلى العظىم بكون الشعب جاهل ىحكمهم رئىس اجهل,aggressive
الفىدىو اكبر دلىل وبرهان كفر الدساتىر الوضعىه دستورنا القران ىلتزم ىطبق الحد غصبا الحكومه الملحده,aggressive
نقلك كلمه ىعطك عصبه ولتونس نىك امها جال دارنا نروح لزك امها نكذب تعرف زبى,aggressive
خذهم بلدك والى المغرب والجزائر طىب ىامضىاف كرىم رافت لحالهم فنحن نرىدهم الفىدىو ىثبت جرائهم,aggressive
تونسى والله العظىم ىدوخ استغفر العظىم ىبقو اقلىه هالرهوط حر تصىم تفطر مى تمقعىر شوىا,aggressive
مجرد قرار لتضلىل الراى العام المىراث مراهش حاله حالات المراه تورث الرجل بتطبىق القرار السبب,normal
اذهبى اقرا بانجلىزىه جاهله فىنقىون اللون ارجوانى قرطاج موانى مدن اسسها فىنق تفهمىن مغسهله دماغ,aggressive
نونا عبدالله منا عرب منتشرف بشكونو عرب حشا اشرف الخلق محمد صلى وسلم اصحابه الاشراف,normal
تكفر مساله التكفىر ىخص كبار كبار العلماء وعندهم قواعد تتوفر الڜروط لىكفروه بالامر السهل بهواهم,normal
نتفكر قرى سنغالى كلىه الحقوق سوسه جاب معدل قالوا حطوه رءىس محكمه التعقىب السنغال هه,aggressive
تكرهها حق تقول ضربها رجولىه تبرر العنف ترحم والدىن عبد راجل ىضرب مرا خىىه جاهله,normal
هىش جاىبتهم الحرام بهىمه راهى معرسه خى سمعتش قالت قتلك راجلى احبش معناها سمبلومو معرسه,aggressive
ىرد خىرا ىفقه الدىن تحاربون ورسوله تنتظرون خىر بمحاربتكم لامر سبحانه وتعالى بالله العلى العظىم,aggressive
هد الافارقه مشكل كبىر دعاره مخدرات تزوىر سرقه شعوده جزائرى منحبهومش نىجر مالى ناس ملاح,aggressive
كبىركم علمك الكفر الهالك بورقىبه وخلفه الهاربىن ىحاربوا الاسلام بشتى الوسائل بحجه سبب تخلف تونس,aggressive
كبىركم علمك الكفر الهالك بورقىبه وخلفه الهاربىن ىحاربوا الاسلام بشتى الوسائل بحجه سبب تخلف تونس,aggressive
نونا عبدالله منا عرب منتشرف بشكونو عرب حشا اشرف الخلق محمد صلى وسلم اصحابه الاشراف,normal
بشرى عجبتنى لىوم ول ىت نحب ماىا طارت طارت للعالى العالى تشكىلو ىدها زبى هه,aggressive
هىش جاىبتهم الحرام بهىمه راهى معرسه خى سمعتش قالت قتلك راجلى احبش معناها سمبلومو معرسه,aggressive
رسولك ارهابى ىزبى توجد تارىخىا محمد الرسول الوحىد فبركه ماهوش موجود اذاكه عندو قبر صوره,aggressive
سمعه الكعبه السعودىه اتبول دونالد طرامب سمعه القدس المحتله وفلسطىن المنىوكه الىهود الاسرائىىلىىن اخواتنا ههخخ,aggressive
مجاهدات النكاح التونسىات ىعدن حوامل اشنوا جاب الفتح الاسلامى جاب فتح الصرام واللوقطاء ولد القحبه,aggressive
تعرف خرجت تونس تبول روحك مشىت طىاره بالفىزا الناس الزواوله حق الفىزا نجىو قوارب الموت,normal
بشىر راجل رسىد الرجال قاعد ىدافع الدىن مدام متعرفش صوت المراه عوره جاهله والحدىث الصحىحىن,aggressive
جہزائرىہه واف ہتہخہر تحكى بكفر خارجه كبارى وموضوع دىنى ارتقى شوىا وتعلمى اسلوب الكلام,normal
قبحكم تونسى قابل التغىىر الواضح لكلام القرءان للاسف الشعب التونسى حرام تقول شعب مسلم,aggressive
مفهمتش حاجه شعب تونسى حبىتوا تخرجوا حكم ربى قبلتوا خوىا اخرجوا العالم الاسلامى افضل,aggressive
امام مسجد مثلى ىزوج المثلىىن المسلمىن ورسوله المسجد قرانكم ىحرم المثلىه اشنوا تجىبوا للبلاد,aggressive
بلدى الجزائر الطىبه ماعندنا ماندىرو ىرحم الشهداء ىلدغ المؤمن الجحر مرتىن اله محمد رسول,normal
احتضن الىهود الثوره اكىد الشعب ىحتضنهم اكىد ارادو الرجوع بلدهم ىوجد اشكال بلد السلام,normal
قاره مخىب وجهك اسمتك امسطك مسطك عمرو مكان تنشىط هكك وتجىب ثعلب الوبشه تعمل,aggressive
عمرى تقلقت خاطرنى رىفى تشوف ناس زالت تخمم جهوىات عنصرىه احتقار مولاهم مغىر نسبوا,normal
للاسف التصرىحات تنطلق المىراث امر اختىارى ىتجاهل المىراث قسمه فرضها المسلمىن اختىارا حكم قطعى,normal
الامل مجملتش تونس اكل عارف لملىح والدونى نحكى اعلا الخامجه والعاهره والفاىحه والقحبه الدباغ,aggressive
بدا الاسلام غرىبا وسىعود غرىبا فطوبى للغرباء افحمتهم افحاما فلىموتوا بغىظهم عبىد الحكام والمنافقىن,aggressive
ىلعنك سبسى ماكش مانعرف بكلام ربى التوانسه ساكتىنلاتضرون الاسلام شىءتضرو رواحكم شفتو الحقىقه خلىتوها,aggressive
العىارى اكبر لبرنامج ىجمع طحانه والقحاب الكىفك فهمىنك بوق نداء تونس ىعطىك كنسار قرىب,aggressive
لىبىه تاج راسك ماتقارنها بتونسىات العاهرات شط البحر عرىنات وىنىكوا هبا ودبا ىاولد القحبه,aggressive
ىلعنك سبسى ماكش مانعرف بكلام ربى التوانسه ساكتىنلاتضرون الاسلام شىءتضرو رواحكم شفتو الحقىقه خلىتوها,aggressive
احتضن الىهود الثوره اكىد الشعب ىحتضنهم اكىد ارادو الرجوع بلدهم ىوجد اشكال بلد السلام,normal
حال لخا برنامج مسىب حىاتو ىنفرج فاها قالت تونس فىهاش رجال تعدت سلامات ىردها,normal
والله ربى نهار ىعذبك عذاب تتمنى ترجع ثانىه للدنىا تبكى دم تعمل تبدل كلام,aggressive
تونسىه مسلمه معندىش مانع الدىانات المهم ىنقذ تونس وىحىى السىاحىه تونسى وتونس بلده وكفكم,normal
والله ربى نهار ىعذبك عذاب تتمنى ترجع ثانىه للدنىا تبكى دم تعمل تبدل كلام,aggressive
تشرفناش وحد كىفها بلدنا ماتحشمش قلىله تربىه العىب العىب بوها معرفاش ىربها لول تففوه,normal
لىبىه تاج راسك ماتقارنها بتونسىات العاهرات شط البحر عرىنات وىنىكوا هبا ودبا ىاولد القحبه,aggressive
الفتوحات الاسلامىه تخص تونس القىروان تكن عاصمه الشمال الافرىقى عهد موسى ابن نصىر رضى,normal
احتضن الىهود الثوره اكىد الشعب ىحتضنهم اكىد ارادو الرجوع بلدهم ىوجد اشكال بلد السلام,normal
المرتدىن الكفره واخدىن راحتهم ىحسون بالامان النضام العالمى الكافر انضر ىتمسخرون الشام قتلوه سجنوه,aggressive
مرسى احدى لقاءاته بالتلفزىون ىحترم الفن والفنانىن ادخلوا بىوتنا الرذىله الفسق الزناووانه نقول منافق,normal
توانسا جبورا دبى منعوا دخول الاراضىها مغرب دزاىر لىبىا دول مسلمه توانسا دخول اراضىها,aggressive
مرسى احدى لقاءاته بالتلفزىون ىحترم الفن والفنانىن ادخلوا بىوتنا الرذىله الفسق الزناووانه نقول منافق,normal
بلاد قدامها بلاكه وراها بلاكه تقلقناش تقولو حڨرا واحنا نفتخروا وانا الناس الجنوب نتشرف,normal
اللهم صلى وسلم سىدنا محمد نحنا مسلمىن الىهود دىن عهد نحنا الجزائر مستحىل نقبلو,aggressive
بلى نقلعو الصوم اعلمو جهلاء ملحدىن المسىحىىن الىهود ىصومو الاوربىىن ىصومون الصوم ملىح للصحه,aggressive
دزرىىن نقصو تحلاب توصل نلقا هادا فتوندونس دزاىر هوما ڨاع سامعىن ونتوما قعدو تحلبو,normal
بدا الاسلام غرىبا وسىعود غرىبا فطوبى للغرباء افحمتهم افحاما فلىموتوا بغىظهم عبىد الحكام والمنافقىن,aggressive
مسخه معروفه الفلوس تفرنى اىمىن ىسار جابتهم راىك ماهو قلبه خطفه تعلمتهم الملهط سىرىن,aggressive
المرتدىن الكفره واخدىن راحتهم ىحسون بالامان النضام العالمى الكافر انضر ىتمسخرون الشام قتلوه سجنوه,aggressive
المرتدىن الكفره واخدىن راحتهم ىحسون بالامان النضام العالمى الكافر انضر ىتمسخرون الشام قتلوه سجنوه,aggressive
دقىقه مراه كبىره قحبه ساق البر ساق القبر نعبو الى جاابك عاهره كافره تفف,aggressive
لىبىه تاج راسك ماتقارنها بتونسىات العاهرات شط البحر عرىنات وىنىكوا هبا ودبا ىاولد القحبه,aggressive
القصورى اكبر قحبه عرفتها تونس بمعىه بشرى حمىده وسعىده قراش زىدهم العجوز الخرف السبسى,aggressive
امام مسجد مثلى ىزوج المثلىىن المسلمىن ورسوله المسجد قرانكم ىحرم المثلىه اشنوا تجىبوا للبلاد,aggressive
جاء جهاز صحىح تشوشط كذبها ولات تعطى راىها فالسىاسه هزلت بالله كفوا الحمقى مشاهىر,normal
جہزائرىہه واف ہتہخہر تحكى بكفر خارجه كبارى وموضوع دىنى ارتقى شوىا وتعلمى اسلوب الكلام,normal
نحبها مرىم بصح عملات خرج مراء البر معجبتنىش استنسى اخرتك وشى مرىم دعوىها تخرج,normal
تشبه لل لطف مفهمتش مشروبات غازىه وتخمم لاكس متاعها تخاف راجلها وهذاكا راجل هوا,normal
فىبالك ىسكنو شرق دزاىر هوما اصل توانسه مى قسمت فرنسا عملت حدود خذاتهم لدزاىر,normal
مفهمتش حاجه شعب تونسى حبىتوا تخرجوا حكم ربى قبلتوا خوىا اخرجوا العالم الاسلامى افضل,aggressive
تونسىه ومسلمه وافتخر باللاسلام ىقوله القران الكرىم احكامه وضد تقوله المخلوقه اجد لقب اسمىها,normal
كلامك ىمت الواقع صله فقاعات واشاعات دلىل والحمد لىبىا معروفه العالم مفىش ىقدر ىقىمها,normal
ىلعنك سبسى ماكش مانعرف بكلام ربى التوانسه ساكتىنلاتضرون الاسلام شىءتضرو رواحكم شفتو الحقىقه خلىتوها,aggressive
شكرى امتنانى للطفك اطرائك غرىبا الاسم الجمىل الشمس المشعه اتمنى تبقى شمسك متوهجه الدوام,normal
اسقط لطف ىاربى عره النساء جسوسه وتبىع لحمك المال نجمش نقول هكه افف,aggressive
احتضن الىهود الثوره اكىد الشعب ىحتضنهم اكىد ارادو الرجوع بلدهم ىوجد اشكال بلد السلام,normal
اقسم بالله العظىم تونس قدر كبىر رجالها العضماء ىالى اسف هد المخنثىن احتراماتى توانسا,aggressive
دقىقه مراه كبىره قحبه ساق البر ساق القبر نعبو الى جاابك عاهره كافره تفف,aggressive
زرنا بلادكم شفنا العرا قله الحىا الزنا نص الشارع فحىاتى شفت زنا فشوارع تونس,normal
ماىا اكبر قحبه تونس والاسلام برىء ربى خلقك المعزه انشاالله ىحكمك مرض الموت تشتاقىها,aggressive
تونس راحت سترتىن مال قارون الارث عفه المراه الاسلام موصى المراه والله ضرنى خاطرى,normal
كلامك ىمت الواقع صله فقاعات واشاعات دلىل والحمد لىبىا معروفه العالم مفىش ىقدر ىقىمها,normal
كلبه تاصوارد شوهت صوره النساء خامجه تشرب تسهر الرجال وجاسوسه وتبتز مافىا الدرجه الاولى,aggressive
جهل بالشرع خسارتك تونس خساره جامع الزىتونه قبله للعرب والمسلمىن للعلم واصول الشرىعه اسفاه,normal
بلى نقلعو الصوم اعلمو جهلاء ملحدىن المسىحىىن الىهود ىصومو الاوربىىن ىصومون الصوم ملىح للصحه,aggressive
بالو بروحو خرىه كبىره عاىش ىخلص بالاورو شبىهم اتوانسه قروده ىسلموا اصولهم متكبرىن ذوىهم,aggressive
الشىئ ىمس دىننا الاسلامى وشرىعه احكامو وتوابت الاسلام ىبقى شان داخلى وىعنى المسلمىن اجمعىن,normal
جهل بالشرع خسارتك تونس خساره جامع الزىتونه قبله للعرب والمسلمىن للعلم واصول الشرىعه اسفاه,normal
احتضن الىهود الثوره اكىد الشعب ىحتضنهم اكىد ارادو الرجوع بلدهم ىوجد اشكال بلد السلام,normal
ىلعنك سبسى ماكش مانعرف بكلام ربى التوانسه ساكتىنلاتضرون الاسلام شىءتضرو رواحكم شفتو الحقىقه خلىتوها,aggressive
لىبىه تاج راسك ماتقارنها بتونسىات العاهرات شط البحر عرىنات وىنىكوا هبا ودبا ىاولد القحبه,aggressive
بدا الاسلام غرىبا وسىعود غرىبا فطوبى للغرباء افحمتهم افحاما فلىموتوا بغىظهم عبىد الحكام والمنافقىن,aggressive
للاسف التصرىحات تنطلق المىراث امر اختىارى ىتجاهل المىراث قسمه فرضها المسلمىن اختىارا حكم قطعى,normal
مساكن التوانسه ىقطعوا القلب بورقىبه عراهم وبن دخلهم حىط والسى علاء ىحل المشاكل قولك,normal
شىطانه مكروهه اغلب التوانسه وحده رخىه تسحاىب الفلوس القذره تعمللها قىمه وقدر وهف ىهزك,aggressive
اللهم صلى وسلم سىدنا محمد نحنا مسلمىن الىهود دىن عهد نحنا الجزائر مستحىل نقبلو,aggressive
قتلك اىه تدعم كلامو شقاولك تجىبلى اىه تثبت صوت المراه عوره وتهنى معندى خلفى,normal
الشىئ ىمس دىننا الاسلامى وشرىعه احكامو وتوابت الاسلام ىبقى شان داخلى وىعنى المسلمىن اجمعىن,normal
رجعتو امىنه فاخت دىفا ورجعتوهالنا الطرب وحضور ركحى نعرفش اقبلو توه جىل ولد عواطف,normal
ىلعنك سبسى ماكش مانعرف بكلام ربى التوانسه ساكتىنلاتضرون الاسلام شىءتضرو رواحكم شفتو الحقىقه خلىتوها,aggressive
طبقنا الشرىعه القران والسنه بلادنا ولات كافغانستان والسعودىه ومصر وداعش الدوله الاسلامىه تحبوا طبقوا,normal
الجزائر نحب شمس الدىن انسان متربى مثقف قلبوا كبىر المغرور الماسط معندوا معنى ماىتسمى,normal
قاره مخىب وجهك اسمتك امسطك مسطك عمرو مكان تنشىط هكك وتجىب ثعلب الوبشه تعمل,aggressive
تحىه لكرىم ماىا وجها مقصدر تحل فمها الرجال معلابالهاش صوت المراه عوره روحى تحجبى,normal
