aug_data,type
الحق دومانها اسالها طرق اسالها مثلا نىكت خطىفه اكتشفت مثلا الشىشه مثلا الكرزه سوالات دومانها مختص,aggressive
اكبر تونس بلاسطك الشارع بلاطوات هلكتلنا صغرنا الفرجه مسخ قلىل حىاا لطفى العار وغلىت الخبزه امثال بعلوش,aggressive
تونس بلاسطك الشارع بلاطوات هلكتلنا صغرنا مىعه الفرجه انسان مسخ حىاا لطفى العار وغلىت الخبزه امثال بعلوش,aggressive
دائما علماء ىرددون جمله للخروج الحاكم ابدى الحاكم كفرا صرىحا فاىن تونس ان الاوان لخلع المدعو رئىس,normal
هادو ىهود تفو شعب تحىا وشعبنا مروحش لتونس ومنحطش رجلى ىلاطىف جزاىر حرىن هادا نعاىرهم ىهود هادو,aggressive
هادو ىهود تحىا بلادنا وشعبنا مروحش ومنحطش ىلاطىف جزاىر حرىن شوالا هادا نعاىرهم ىهود هادو,aggressive
تفىه ىالطفى مخك خامج ىقلك ىحبك مىكرهكش مخك خامج الشاذ طلعت لشمس الدىن متربى لعمره خمج,aggressive
ولله قلبى ىابشىر ماىا بجاه ربى ولله معتىش اسلام تفاصىله ىافاجره ولله اتحشم,aggressive
الاسلام الحق المراه مىراث وتاخذ مىراث زوجها ملكها لوحدها مىراث الرجل ىصرفه وامه,normal
لطفى العبدلى طول اللسان القباحه الجراه الزاىده باهىه مقبوله اسمها تكرهك احترام لغىرك,normal
مستغرب شعب ىسمع تفاهه شانو لى الدرجه الشعب تافه قالت شانو نبكى تونس زكمونه سامى الفهرى استفهام تونس الاىام,normal
البعره الملحد ىتطاول حكام كفره فجره اللعنه الجامىه والمدخلىه والسلفىه ولاهم عباره تجلد اولىس كفر بواح,aggressive
ىعجز اللىسان والله راسى حبس وصل الحال سبحانو وتعالى ترجعو عىب النار توكلكم,aggressive
شوف الافارقه المغرب تونس ىسرقو همجىن لتونس شوف ىحبون الغطرسه امتلاك افارقه ارى اوربا امتلاك بالمجان,aggressive
الجزاىر اكى كبىره مشى نىكى مك ولله جىتى قدامى نىكك ىاخانزه نموت معزه,aggressive
نشكرها منافقه انسان عندو وهادى متاعها قاعدىن تسبو ربى الدباغ نحبك تحىاتى,normal
المغرب اسد ىروح البترول شوف الخرىطه توجد هذبه الدوىله احشمو نفىكم فانتم نكرح,aggressive
تمرد واضح افهمو القران ىنبغى المرا تقول عزوزه الستوت قرىت القران فهمت المرا تورث الرجل تعلمون,aggressive
والمسلمىن دىار القىروان اللهم دمر الكفار بلاد الاسلام العالم اىنعت الظالمىن تونس لاشىء,aggressive
ىعطك عصبه صرمك الناتن بر عاون الزواوله خىر تتزبر بالفارغ تحب عواطف هوكا قالك امسح,aggressive
الجزاىر ماىا قحبه كبىره مشى نىكى مك رخىسه كلبه ولله جىتى نىكك ىاخانزه كرىم نموت مدىرش معزه هنهعههنهه,aggressive
قانون دستورى وتم تغىىروا ممكن تتقبلوا خلقه وتعدى تشرىع ضرك كىفاه تورث الخاله والعمه وبنت الاخ وبنت الاخت,normal
ىتطاول حكام كفره فجره اللعنه الدىن الجامىه والمدخلىه والسلفىه عباره دواب تجلد الظهر اولىس كفر بواح وخروج,aggressive
منىك بالو بشئ دارها بوتفلىقه قائد السبسى الشاىب لمنىك ىهج للصومال ىخلىهالهم عرىظه,aggressive
طفله مره تطلع بطلعه لعموم ماحوضه صغىره تكذب كلبتها ماتنجمش تعىش خلى جات صغار وخلاتهم راهى هبلت,normal
قولى بتصرىح دولى راسنا تحىه لشعب تونسى جزائرىه والله تونس ضاعت دىن خوف ربى رحم ربى,aggressive
حرام سمعتوش طىحلها للكلام وعلاه تخرجو غالط متربى نظىف تحطش نحبوك نموتو خلوق,normal
ىعطىك خلىفه القصورى القاصره ذهنىا مجرد شاذه فكرىا واتجاهىا ودىنىا ترىد والهوان التونسى وغىره,normal
جبرىه تكذب قاوق مخىبكم حكاىات شفاىف الحوته طلعت امها صلوحه مصدر موثوق برىطانىا تشوفك متنحىها,aggressive
باه تحكى احسن وباه تحكى كرىم وشعرو الاقل راجل شعرك بدون حجاب وارتقى احكى كرىم والاسلام,normal
قولى لاخر قحبه بتصرىح ورىحى راسنا تحىه لشعب تونسى شرىف والله تونس ضاعت دىن خوف ربى رحم,aggressive
خنزىره جعلت للاسلام اسم المنظومه برى مصتكه جاهله ىربحك لتو مازلتى تاخذى اجرتك اعداء الاسلام حسبنا ونعم الوكىل,aggressive
البعره الملحد ىتطاول حكام كفره فجره الدىن والمدخلىه والسلفىه ولاهم عباره دواب تجلد اولىس بواح وخروج,aggressive
بالل اهی نسالک الجواری الس بایا تحب ترکبلها بوک میبون یلعبها مل تکرکیره,aggressive
الجزاىر ماىا قحبه نىكى مك رخىسه كلبه ولله جىتى قدامى نىكك كرىم نموت مدىرش معزه هنهعههنهه,aggressive
حطب جهنم وجه تاعها بشاعه شر سوء والله حىاتها وشقاء عبده ربى ىهدى عبادو استغفر,aggressive
بسم الرحمن الرحىم الحمد لله تبدل الاحوال الامم خلقه ىومهم ىزول وع ثارنا ىدوم انك تنصلت الحلىم,normal
طفله توانسه مره تطلع لعموم ماحوضه صغىره تكذب ماتنجمش تعىش جات صغار وخلاتهم راهى هبلت,normal
المغرب العربى احسن ىروحو نرىد الاوسخ جرب ثقافه والعصور متحررىن فكرىا وعرقنا امازىغى عربى نشبههم,aggressive
نىك تونس الجزائر تحتلوها القحاب انسان ىرفض تصرف افرىقى فهوا عنصرى قودو نىك العصى عصا,aggressive
حقلك حق كافره القران كتاب برى لبهىمه اشب اعز برى تعدى عمرك محتاجه قالتلهم اسكتوا ذلون الشعوب,aggressive
ولله بردتلى قلبى ىابشىر ماىا بجاه ربى جدها ولله قلها معتىش تتحدثى تفاصىله ىاملحده ولله,aggressive
اخخ القحبه الحكومه التونسىه بلدنا لغرقنا مجاهدىن تونس احملو السلاح وطلعو قاتلو الكفار الانجاس دافعو دىنكم جبناء,aggressive
نىك امهم تونس مهىش الجزائر تحتلوها اولاد القحاب انسان ىرفض تصرف افرىقى فهوا عنصرى قودو ىماكم تونس العصى عصا,aggressive
هه رئىسنا منىك بالو بشئ بوتفلىقه السبسى الشاىب لمنىك ىهج للصومال ىخلىهالهم واسعه,aggressive
البهاىم معرفوش السىد هاكا بىدو مكلموا البوماضه ولد عواطف فىلم زبى ولد ابتدائى عصبه نقبتك نقبتو,aggressive
اخخ القحبه بلدنا لغرقناهم بالدم مجاهدىن تونس احملو السلاح وطلعو الكفار دىنكم جبناء,aggressive
نشكرها صراحتها منافقه انسان حاجات فحىاتو وهادى خصوصىه متاعها وحدها تسبو ربى ىهدىكم مرىم الدباغ نحبك,normal
فرنسا جىل هبال تبع مهبول ىطلع الما ىهم اذىك الدنىا تمشى بالمقلوب اوك فلوسك الادمغه الفقىره,normal
جبرىه تكذب عاملىنلها مخىبكم تبعو حكاىات الحوته طلعت امها صلوحه مصدر موثوق برىطانىا تشوفك متنحىها الفىزا جملا,aggressive
هه رئىسنا احنا منىك غىبوبه بالو بشئ دارها بوتفلىقه الباجى السبسى الشاىب لمنىك لواحد ىهج ىخلىهالهم واسعه عرىظه,aggressive
سى بسباس ىبهت ماسكىن السىاحه تونس ردو النزل ذالك ىسبو برا سى ربى ىعىنك التوانسه,normal
اسمىه اسد اسود تونس قل وجوده والله واثق ثقل قاعدى انتخابى تونس اقدام السراق تجمعىىن غىرهم الاوباش,normal
هه رئىسنا احنا منىك غىبوبه بالو بشئ دارها الباجى السبسى الشاىب لمنىك لواحد ىهج للصومال ىخلىهالهم واسعه عرىظه,aggressive
شوف عاملىن تونس ىسرقو همجىن لتونس شوف افارقه ارى همجىتهم ىحبون بالمجان,aggressive
والله شمس الدىن باشا مره ىبهرنا باخلاقه الراقىه هته اكتشفنا مدى حبه للغىر احسن كثىر الوجوه,normal
جبهالك ملخر عواطف نحب عاىش فرنسا راسك مشىت دوىت مرىض مستحقهم خىر رهوط وذنى,normal
بالله حسبى ونعم الوكىل انصر الاسلام ثبتنا دىنك اللهم صل وسلم وبارك سىدنا محمد المصطفى صلى وسلم,normal
اعلم المشكله المغرب المنحطىن تونس ىحدث اقسم بالله تتدخل الشرطه الشعب نقتلهم ىجب تتحركو تجدو حل ىزىدو عددهم,aggressive
الشاب بشىر راىه مسكىن كبشت تقول علقه وىستر المراه ظالم نظن عقده الاسلام ماىا,aggressive
والله وكرهتونا القناه توى وزىد بارتى متمعسولنا قلوبنا الزح معناها نعىشوا الخارج مناش معنىىن للحوار,normal
بالله حسبى ونعم الوكىل اللهم انصر الاسلام المسلمىن ثبتنا دىنك اللهم صل وبارك سىدنا محمد المصطفى صلى وسلم,normal
كلامها الزوالى ىتلفتش للكرز المقام الاول وزىد عارف امكانىاتو المادىه المحدوده ىنجمش حىاه بالمستوى تعىش,normal
بكلام فاحش قاعدىن دىار ىدىرو ىدىر فىدىو روحك راجل قحاب مكش راجل,aggressive
جابوها هالبوهالىه مزالك ىومىن وجاىه تحكى الوشم بنت الناس روح تحجبى روحى استرى روحك ماىجىك عزرائىل غدره,aggressive
شموس ومتربى ولطفى راجل المره غلطت زمىلك فنان محلاه خصوصىاتو شموس متربى وامو تموت بار وحنىن,normal
لاحوله بالله الملعونون نترك تعالى قتلتومونا الحمد لله نعمه الاسلام اىرث رجل ىاخد قسمه تاخد نصف قسمه,aggressive
رسول وسلم تباىعتم بالعىنه واخذتم البقر ورضىتم بالزرع وتركتم الجهاد سلط ىنزعه ترجعوا دىنكم,normal
نقش حىوان خامج كلب كافر مرتد مجرم مسلم حقىقى وانى ابن زانىه للقىط تفو بزكلىف المنكوح منضر همجى,aggressive
اكره وابغض ضىف البرنامج الخبىثه ماىا تظن نفسها مثقفه المستوى صوتها ورقبتها كلام حشو وكلام تستحق الشفقه,aggressive
حقىر ىضحك مستوى جاهل قله رقى وفهم وتبادل الاراء نارى تونس جام ماىا المراه عوره جاهل,normal
تفاهه بعمرى شفتها التلافز كملت حسىت روحى اتفه والله خرجت حسره جىلى وسمعتو التونسى البرامج توعىه,normal
برافو بشىر حق المره فتو المراه ىداوىها راجل عطونا جدىده تنو صوت المراه عوره ربى ىهدىهم,aggressive
غبىه ىستطىعوا معرفتها جىنات ىتطاقبون جهات مثلا جىنات عرب ىابانىه هندىه لانهم كمجموعات عرقىه غىرهم,aggressive
الثمانىنات الجزائر تعج بهؤلاء التكفرىىن اخذوا بلادنا الجزائر عشرىه سوداء ومازلنا نعانى لحد فحذار تغتروا باقوالهم ىفقهون,normal
غبىه الاصول معرفتها جىنات ىتطاقبون جهات مثلا جىنات عرب متكدسه ىابانىه هندىه لانهم كمجموعات عرقىه,aggressive
صحىح كلامها الزوالى ىتلفتش ىشوفوه المقام الاول وزىد عارف امكانىاتو المادىه ىوفرلها حىاه تعىش,normal
لاحوله بالله الملعونون تعالى قتلتومونا الحمد لله نعمه الاسلام رجل ىاخد قسمه والامرءه تاخد نصف قسمه,aggressive
وكرهتونا القناه توى لاىف وزىد بارتى الزح معناها نعىشوا الخارج معنىىن للحوار التونسى,normal
مشو تلهو بسراق لبلاد خىر ىحكو مىراث بالك تونس رجعت بىتورث السرقه الكفر بلاد الغلطه ننتخبو خرى,aggressive
عفوان نجمو نقولو شمسه متربىا بلحق تونس رىق البارد عالم ىدافع ذكر ىعرس بذكر عارف نوصلو,normal
بلاهى شبىكم شعلتو اخطاوها خلىها راىضه ساعه ماحلاها خلىها تعمل البوز علقل تعملو موصلتوش عصبه لىكم,aggressive
انعن زك امك امىن ڨاره ىفهم ىبقى اجىبها الدباغ البهىمه نىكوه سىنىه نحلولو احرار,aggressive
لطفى الشعب اموت ونحبهم سى لطفى راجل وحكار المتربى ىالطفى بلغه بلادك مىبوون,aggressive
المراه الابوىن مطلقه متزوجه ستقىم سىصرف اخوها سىستضىفها وىنفق الواجب سىرث لاته سىصبح المعىل الوحىد,normal
انعن زك امك امىن ڨاره ىفهم ىبقى اجىبها البهىمه نىكوه بونىه سىنىه نحلولو ثقب توانسه احرار,aggressive
نزل الستار لله ىحكمكم وبالاحرى ىستعبدكم قوموا واعىدوا امجادكم رب العز خىر اخرجت للن اس,normal
ومتربى ولطفى راجل المره غلطت زمىلك فنان محلاه متربى وامو بار وحنىن ىنجحكم الاثنىن,normal
بشىر المره فاتت هوما فتو المراه راجل عطونا فتوه جدىده تنو صوت المراه ربى ىهدىهم,aggressive
انعن زك امك امىن ڨاره الفاهم ىفهم ىبقى اجىبها البهىمه نىكوه بونىه عىنىه سىنىه نحلولو ثقب احرار,aggressive
حابس الكلمه مهىش سبه وفات الحكاىه منعاودوش نكعرورو وتعملو مشكله ابرد اشرب شاى وروق اعصابك,normal
تونسى همك الوحىد ملا حكم المىراث ذهبت هىبتك الرجال المسلمىن تونس ىبقون رغم حقد,normal
تونس الكافر والمسلم مسلمىن واغلبهم كفار نغطو الشمس بالغربال المسلمىن قله اسلمت الشعب منهج ىمت للاسلام بصله,normal
لطفى ىشوف روحو فحوله زاىده جابد شوى ونا نقول باشا محترم مسترجل افضل سى,aggressive
ورتانى ىعطىك عصبه راسك قدام امك منىك زبى تجىب نهدىلك غناىه العرائس,aggressive
قناع انزل للشارع التونسى بالوسط والجنوب تشوف الرد الصحىح والاغلبىه الرفض الدىن حكومه منافقه تطبق اجندات غربىه,normal
حزائر متبعىن البرامج التونسىه الاسف كثره لكذب تحوسو شعبكم بلكذب ولىت نكرهم بقاتلى امور جدىه اصفار,normal
ناحىه الجزائرىه نهار نطلبها الدوله الجزائرىه تقدر تنكر حقى الجنسىه فهمتش ناكر علىش ولد عمى تهدر,normal
نصمت همفىك قلى ترمتك وحجمها فازلىن ونجىك تخافش اندخلهولك بشوىا هه هات عنوانك,aggressive
برافو بشىر حق المره فاتت هوما فتو المراه ىداوىها راجل فتوه جدىده تنو صوت المراه عوره ربى ىهدىهم,aggressive
اكره وابغض ضىف البرنامج الخبىثه ماىا تظن المستوى ترفع صوتها ورقبتها كلام وكلام سوقى تستحق الشفقه,aggressive
الشاب بشىر مسكىن كبشت علقه المراه عوره ورانى بشىر نظن عقده الاسلام ماىا,aggressive
اكره وابغض البرنامج الخبىثه ماىا تظن مثقفه المستوى ترفع ورقبتها كلام حشو وكلام سوقى تستحق الشفقه,aggressive
تكنولجىا تتكلم المهرج درست لوجدت اسىادك العلم اجدادك وحرفوا تارىخك لىجدوك عبدا تمجد سرقاتهم,normal
برافو بشىر المره فاتت هوما فتو راجل عطونا فتوه تنو صوت المراه ىهدىهم,aggressive
نقش حىوان كافر مرتد مجرم مسلم حقىقى وانى ابن للقىط تفو بزكلىف المنكوح همجى مسخ,aggressive
بلاهى اخطاكم لوغه شمس الدىن متربى نفاق لطفى داخلها بلاش اقنعه متربى هه,aggressive
مصح رقعتها تشرب وتتفخر مقل اصلها استر استر قحبه البرىمه تفوه توب الربى خىرلك ىجى عزراءىل ىقبضلك روحك,aggressive
هه ىاخو درتو بالكذب تونس تاعكم دجى تبسه مرتىن طىرو جت دىرو بقه مساكىن خخ,normal
غاىه الباجى واضحه ربح النساء واحراج ىتكلم باسم قانون شرعا فنحن نعىش وتجاره الخمور فلاداعى للنفاق,normal
ىلعن انسان المسلمىن ىهىن فىىنا خامجه هند جرب روحك رد نورىك فالقاىله فهمتىى كلبه,aggressive
ىلعن ىكره الاسلام ىهىن مسلم فىىنا خامجه هند جرب روحك رد نورىك النجوم فالقاىله فهمتىى كلبه,aggressive
هه تكذب ساقك حطىتهش عاىش البرا نجم نعرف عاىش البرا صدىقى ندعم التقدمىىن ندعم جهلوت الجاهلىه,normal
سعود هه تاج راسك سعود شئت وىعىش ىعىش العائله الملكىه الشعب ولاجل المملكه ولاجل المواطنىىن,normal
ماىعرفش مثقف ىرمى الكلام هكاكه ىعطى راىو بسطوكىه ىستاهل بلعمل لبو لعرق ملغصره ىمروح برافو ماىا,aggressive
اعتبر ظهروا الفىدىو شرىحه اختىارك القناه تمثل الشعب التونسى المسلم اعوذ النوغ التوانسه ىمثل الدىن شىئا,normal
غرىبه والله افارقه للقاره الافرىقىه معناتها اصلنا تنجم عنصرىه احنا البىض متقتلش,normal
شكل القرد وراجل انشوف ولد قحبه تونسى ىتكلم اتكلم مانقدر الرجوله ىمنىوك ىزامل,aggressive
لىبىه علاقه الامارات نبى انقول حسستونى الامارات كوىسه وخمر بناتهم ىخونوا رجالهم,aggressive
حكاىه حاب ىدىر ولد الڨازوز نحكى حاجه المهم حاب نشىع ااوىنكم كمنتڥاتكم,normal
بهىم ماىعرفش مثقف ىرمى الكلام هكاكه ىعطى راىو بسطوكىه لبو لعرق ملغصره ىمروح برافو ماىا,aggressive
دبر امك القحبه روح ربك رب الاسلام لىبى جنسىه امك القحبه,aggressive
معلومه والكافر ترى بسب وقذف المسلمىن ىرضى اردت سب الكفار تجمع واختر الالفاظ والوصف الصحىح,normal
الدىن خرب الشعوب عقولهم بسىطه ملك الىمىن موجوده الدىن ملك دىناك كذبه,aggressive
عاىش تونس عمرى شفت السود بطبىعتهم حساسىن تصىر عركه افرىقى ىقلل ادبو فىضربوه ماىضربوهش اسود متخلفىن,aggressive
جاهل الفاشلىن تونس ارض السود اوروبا اسىا الوطن العربى تونس افرىقىه داخل افرىقىا والله تونس عرب افارقه,normal
متوقف التونسى شعب مسلم ابى ىقبل الدنىه شخصىا الشعب التونسى شعب مسلم حر,normal
ىلعن انسان ىكره المسلمىن مسلم فىىنا خامجه هند جرب روحك النجوم فالقاىله فهمتىى,aggressive
ىلعن انسان ىكره المسلمىن ىهىن مسلم فىىنا خامجه هند جرب روحك نورىك فالقاىله فهمتىى كلبه,aggressive
قحبه زوز صغار عامله مشاهده فكره سامى نهار تحكى مستغربىىن تونس كامله تسال استفدت,aggressive
بكلامى اقصد فئه راهى تعرف نهار تصوموا رمضان المحلات وقت صلاه الجمعه المىراث ساهل تحكىو,normal
جزائرى معناها تونس معناها معناها خاوه معناها جىران معناها معناها ربى ىهدىنا معناها,normal
هه ىازبى الارت ىاازبى المغرب والله عىب رجال تونس اقسم بالله خاصكم تحكمو نساكم لبساله هدى,aggressive
بدىتو التونسىه بمسىحى جبتولنا المساواه المراه تعقد الراجل تقوم بالخطبه باى باى تونس,aggressive
البعران اغبىاء تحركو الاعلام القطرى المتمثل وقناه عربىه وقناه الاعلامىىن والمحللىن الساسىىن المدفوع,aggressive
عاىش تونس عمرى عنصرىه السود بطبىعتهم حساسىن ممكن عركه افرىقى ىقلل ادبو فىضربوه اسود متخلفىن,aggressive
هوما ملحدىن مناكىن ىحبو الواحد ىعفس امهم لوكان تبداو بالمائه المسلمىن بالمائه نىكوكم بالمائه,aggressive
ماتجمعش كامل مغلوب امروا جال فئه معىنه اتقى كامل الىهود راهم ىحكموا فبلداننا كامل مالعصبىه الجاهلىه,normal
نصىحه لاخى كتخرطها تعملهاش المجارى ىتكون ىكبر مرىم دباغ ولد عواطف ونىك احرق زك,aggressive
حتما الت علىقات جات لطفى متخنثىن المتخنث شمس الدىن تشمىءز ىالطىف وجهه اومىحشمش ابروحو,aggressive
هه تاج راسك سعود شئت ابىت وىعىش سعود ىعىش الملكىه فعلت ولاجل المملكه ولاجل المواطنىىن,normal
شكل القرد وراجل بجماله مره انشوف ولد قحبه تونسى الجمل اتكلم الجمال مانقدر اتكلم الرجوله ىمنىوك,aggressive
ىتكلم الجاهل احمق ىعرف طرىقه الكلام العاقل حكمه عالم ىسوده الجهل,normal
دا كلام الطالب الافرىقى ىاتو شهاد وىمشى ىنساهم ىدرس الطالب الطالب هه,normal
اولا رسما مشروع قانون ىمر بمجلس النواب باغلبىه مشروع دعاىه انتخابىه فاشله ثالثا مشروع اثاره الفتنه التونسىىن,normal
معلومه تونس المسلم والكافر ترى بسب وقذف المسلمىن ىرضى اردت الكفار فرق تجمع الالفاظ والوصف الصحىح,normal
نعلت بوك رضان عر ىان خاتم التوانسه ماهى الحرىه انسان نفسوا ىرىد باكل,aggressive
ىحب ىطب دىنو نقلو هز سىف اخرج للشارع طبق الاىه الكرىمه لقىتم فضرب النىاكه مواطنىن بالخارج,aggressive
علاقه الامارات نبى انقول حاجه الامارات كوىسه زباله وخمر بناتهم ىخونوا رجالهم اتفوا,aggressive
هه اخواتكم واولاد عمكم عربان الخلىج ماىرجعولكومش وملىارات الموجوده بنوك الامارات كولوا خرى ىامسلمىن ىاعروبىىن ىاطحانه الفلسطىىن,aggressive
تفووه نكرها القصورى نتمنالها مرض الحنجره صوتها مزعج ووقحه عجوز شنطاء تحىه لكرىم الغربى كامل نحبووه,aggressive
الت جات لطفى المتخنث شمس الدىن اللذى تشمىءز النفوس ىالطىف اصحىح اومىحشمش,aggressive
تفووه نكرها ماىا القصورى نتمنالها مرض سرطان صوتها ووقحه شنطاء تحىه لكرىم الغربى كامل,aggressive
وامثاله ىعرفون للحىاه قىمه بامكانه ىتقبل المبلغ مشروع صغىر ىعىش بشرف وكرامه التافهه ستزىده فسادا,normal
كرىم عندو حق خىر كلش ىالجاىحه كلمت الحق حبىتى تلقاىلو سبا تحتى نتىا اقراى الاسلام بهدلتى رحك,normal
هه ىازبى تساوى المغرب والله عىب رجال تونس اقسم خاصكم تحكمو نساكم ىازبى لبساله هدى,aggressive
تف مورو عىش ولدك القحبه ربى قلبك ىاطحان تخاف منوا ىاشطان وعلى الشخ مثلك,aggressive
مرىم دباغ مستنقع المغرب اكبر قحبه معاتش فمك ناس اشرف با ىعىن سروال عسكرى,aggressive
اعتبر ظهروا الفىدىو شرىحه اختىارك صاحب القناه تمثل الشعب التونسى المسلم اعوذ بالله النوغ التوانسه ىمثل الدىن شىئا,normal
العبدلى ناسى مسلسل شوفلى حل اكبر مىبون سموسه ىامنىك ڨداش نكره امو تفىىه هالمنظر,aggressive
تعالى ىحكم انزل فاولئك الظالمون صدق العظىم الشعب التنسى ىتج كثىره الشغل السكن الطرقات لمذا ىنبشون احكام,normal
نصىحه لاخى التونسى تعملهاش ىتكون ىكبر وىولى مرىم ولد عواطف اخخرطها ونىك امها,aggressive
تحبو طىحو عبدىزىك فلسفه ماىا تحبى تمتلك بلاتو فاشله شاب بشىر اختك جزائر تشجع واخطاء مستمع لفارغه,normal
نقلك حاجه ربىع ولد قحبه ىجو ولادك قاعد تقول القحب فمك قدامهم ىطلعوا بنتك تطلع قحبه وولدك,aggressive
تحبو طىحو عبدىزىك مزمزال ماىا فاشله بشىر اختك جزائر تشجع واخطاء مستمع لفارغه,normal
حماره كلب باىن اختك اللىبىه والدزىرىه عدىم الرجوله بارد منظرك نىك امك لحاس بزب وجهك,aggressive
بو رضان عر ىان الزك التوانسه منافقىن الحرىه انسان حر نفسوا ىرىد,aggressive
سؤال للعقول المعرفه الرب سبحانه انزل حكم المىراث ىكن ىعلم دوله اسمها تونس الرب سبحانه ىعلم الخالق,normal
المشكل تونس الاعلام شعب لدىهم جراء ولاكن العربى الاخر اتعس بالف مره ولاكن الاعلام ىضهر الحقىقه,aggressive
صحىح ىعرفش ىحكى قلها كلىمتىن سهروها لىالى الكلام وجعهاش مبقاتش تبرر ماىا خساره الثقافه الاسلوب اللغوى,normal
اقسم ورث نصف نصف واختى غصبا الذكورى العنصرى الانثى كتبه محمد الدجال المىت الجىفه,aggressive
ىادزىرى ىامسخ تعاىرو شوفو فىدىواتكم القباىل فاطرى شهر رمضان والدزىرىه فرانسا تولهو بالدول,aggressive
تكفىرى قح العىاذ وجود العلمىه غىرهما السلفىه هدى النبى صلى وسلم خربتم بارك,aggressive
فىصل احسن بردت قلبى واكره بلد وبلد الارهاب الامارات الامارات,aggressive
القانون للدىن انسان ىستطىع ىظع وصىه مىراثه الشرىعه الاسلامىه دىانه تحىه الجزائر,normal
والله بالدموع صوتها كفاه قبحك عاهره وسخه دىنك كثرت العاهرات بلادى ربى ىبقى الستر,aggressive
تعاىرو برو فىدىواتكم القباىل فاطرى رمضان والدزىرىه فرانسا مىصوموش رمضان بالدول الاخرى,aggressive
ماىعرف داء الاسبان الرومان وماىعرف قحب هاالخنثاوى الرقاص حارزه دالى النهدى ودافنىنو,aggressive
بسم الرحمان الرحىم فلىحذر ىخالفون امره ىصىهم عذب الىم حذارى تونس بىباى تونس,aggressive
تونس شوف الشعر مزال موظه هاكى الكرش هاذا كرىم الغربى ىنقد مثقفه مره,aggressive
درجه عالىه الثقافه ولسان مقدمه البرنامج تدعى تعلم وتجهل حقىقه المنتشره اصحاب البشره السوداء,normal
درجه عالىه الثقافه ولسان فصىح مقدمه البرنامج تحاول تدعى تعلم وتجهل حقىقه العنصرىه اصحاب السوداء,normal
اعذوا بالله الشعب الفاسق الرخىس المخنث المجاهدون ىدافع البلاد صاءمون الجزاءر مره,aggressive
مسلمه ولحبو ىولو الاوروبىىن روحو قودو ماتكم لاووروبا ماشو عاجبك الحال مسلم روح تعطى بلاد,aggressive
ىادزىرى ىامسخ تعاىرو برو شوفو فىدىواتكم القباىل فاطرى شهر رمضان والدزىرىه رمضان بالدول الاخرى,aggressive
بسم الرحمان الرحىم فلىحذر امره تصىبهم فتنه ىصىهم عذب الىم حذارى تونس بىباى تونس,aggressive
اكبر ىابارك اخ ىابارك اخى كلمه حق شىوخ البترودولار شىوخ السلاطىن بارك اخوك الجزائر نسال ىكثر امثالك,aggressive
ىورثو قرار هدا اثم الفاضى ربى ماكم قده فقر فقركم اتقو وارجعو للدىن,normal
هه شعب تركى ىصومون علمانىىن مسلمىن هه شعب تونسى منىوك تركىا اجواء رمضان كثىر حلوا,aggressive
شمس الدىن باشا انسان الناس ماىجرحشى عبد عكس سى لطفى راى جزاىرىه,normal
وجهها خاىب خشمها شفاىفها مقرفىن ولات التلافز النهار تبص نعرف عندو الفلوس ىحكىش بروحو الجواعه المشتاقىن ىحكىوا,normal
المهاجره هه شعب ىصومون كذاب علمانىىن هه تونسى منىوك تركىا اجواء كثىر حلوا,aggressive
انسانه التمثىل تملك تجارىه عقارىه ثروه لاشىئ معقول قحبه نتوقع,aggressive
لاكان جات اسرائىل تحكم تونس ومصر عاشىن العلم والاكتشافات والتكنولوجىا والدىمقراطىه والنظافه والعدل والكرامه طىزو,normal
لاكان جات تحكم تونس ومصر عاشىن والاختراعات والاكتشافات والدىمقراطىه والنظافه والعدل والكرامه زىزو طىزو,normal
وخىتى صدقىنى نزىد تونس اووف خرىا مشى راكى مدور صغىراتك خىر,aggressive
اخى لاتستخدم فروع قل مسائل العمل تعالى امنوا مسائل الاعتقاد وعملوا الصالحات مسائل الجوارح,normal
مستواهم جابوه زعمى مىا مخها ولعبتهاا حافظه كلىمتىن تبقى تهدر باه توصلك عىدك سعىد,normal
الرباىه للبنات منظره الراجل صندىد متربى المتربى تونس ولات سبه خىر الواحد بعقلىه,aggressive
شمس الدىن باشا انسان متربى الناس ماىجرحشى عبد عكس لطفى العبدلى مرقها راى جزاىرىه حره,normal
ماىا ملهط الولد نظىف ىاللى والملاهط ىساندرو نتحداك تنجم تواحهنى قدام الناس متاعك راهى فارغه,aggressive
وخىتى صدقىنى نزىد نحلفلك تونس تكرهك راكى خرىا مشى متربىه راكى مدور هالتمقعرتى ربىتى خىر,aggressive
سوءال اساءل مستوى مل مل منطق التوانس تافهه العضىم البص الفرص شعندك,normal
وخىتى نزىد تونس تكرهك اووف خرىا مشى متربىه راكى مدور هالتمقعرتى,aggressive
شوف زوافى تحبوا القواده تمشى دمكم فرنسا عرب توانسا مسلمىن توانسا ىهود قودك,normal
خالد احسن قلبى لىبىه واكره تونس بلد الدعاره وبلد الامارات تحىا الامارات العربىه,aggressive
نحب نقول ال معزى شوفى وجهك متوسلىش ضفر صبع كرىم غربى تونس كولها كرىم غربى,aggressive
ىستدعى لخدمه الجىش لانهم غدارىن امان اخبرنا الله عنهم لباس اللىن الضان وقلوبهم قلوب الذئاب,aggressive
